id,title,categories,abstract,doi,created,updated,authors
2111.05827,data-driven and se-assisted ai model signal-awareness enhancement and   introspection,cs.se cs.ai,"ai modeling for source code understanding tasks has been making significant progress, and is being adopted in production development pipelines. however, reliability concerns, especially whether the models are actually learning task-related aspects of source code, are being raised. while recent model-probing approaches have observed a lack of signal awareness in many ai-for-code models, i.e. models not capturing task-relevant signals, they do not offer solutions to rectify this problem. in this paper, we explore data-driven approaches to enhance models' signal-awareness: 1) we combine the se concept of code complexity with the ai technique of curriculum learning; 2) we incorporate se assistance into ai models by customizing delta debugging to generate simplified signal-preserving programs, augmenting them to the training dataset. with our techniques, we achieve up to 4.8x improvement in model signal awareness. using the notion of code complexity, we further present a novel model learning introspection approach from the perspective of the dataset.",,2021-11-10,,"['sahil suneja', 'yufan zhuang', 'yunhui zheng', 'jim laredo', 'alessandro morari']"
2111.05884,search in imperfect information games,cs.ai,"from the very dawn of the field, search with value functions was a fundamental concept of computer games research. turing's chess algorithm from 1950 was able to think two moves ahead, and shannon's work on chess from $1950$ includes an extensive section on evaluation functions to be used within a search. samuel's checkers program from 1959 already combines search and value functions that are learned through self-play and bootstrapping. td-gammon improves upon those ideas and uses neural networks to learn those complex value functions -- only to be again used within search. the combination of decision-time search and value functions has been present in the remarkable milestones where computers bested their human counterparts in long standing challenging games -- deepblue for chess and alphago for go. until recently, this powerful framework of search aided with (learned) value functions has been limited to perfect information games. as many interesting problems do not provide the agent perfect information of the environment, this was an unfortunate limitation. this thesis introduces the reader to sound search for imperfect information games.",,2021-11-10,,['martin schmid']
2111.05901,an extensive study of user identification via eye movements across   multiple datasets,cs.cv cs.ai,"several studies have reported that biometric identification based on eye movement characteristics can be used for authentication. this paper provides an extensive study of user identification via eye movements across multiple datasets based on an improved version of method originally proposed by george and routray. we analyzed our method with respect to several factors that affect the identification accuracy, such as the type of stimulus, the ivt parameters (used for segmenting the trajectories into fixation and saccades), adding new features such as higher-order derivatives of eye movements, the inclusion of blink information, template aging, age and gender.we find that three methods namely selecting optimal ivt parameters, adding higher-order derivatives features and including an additional blink classifier have a positive impact on the identification accuracy. the improvements range from a few percentage points, up to an impressive 9 % increase on one of the datasets.",,2021-11-10,,"['sahar mahdie klim al zaidawi', 'martin h. u. prinzler', 'jonas lührs', 'sebastian maneth']"
2111.05917,recognition of patient groups with sleep related disorders using   bio-signal processing and deep learning,cs.lg cs.ai cs.et,"accurately diagnosing sleep disorders is essential for clinical assessments and treatments. polysomnography (psg) has long been used for detection of various sleep disorders. in this research, electrocardiography (ecg) and electromayography (emg) have been used for recognition of breathing and movement-related sleep disorders. bio-signal processing has been performed by extracting emg features exploiting entropy and statistical moments, in addition to developing an iterative pulse peak detection algorithm using synchrosqueezed wavelet transform (sswt) for reliable extraction of heart rate and breathing-related features from ecg. a deep learning framework has been designed to incorporate emg and ecg features. the framework has been used to classify four groups: healthy subjects, patients with obstructive sleep apnea (osa), patients with restless leg syndrome (rls) and patients with both osa and rls. the proposed deep learning framework produced a mean accuracy of 72% and weighted f1 score of 0.57 across subjects for our formulated four-class problem.",10.3390/s20092594,2021-11-10,,"['delaram jarchi', 'javier andreu-perez', 'mehrin kiani', 'oldrich vysata', 'jiri kuchynka', 'ales prochazka', 'saeid sane']"
2111.05937,recent advances in automated question answering in biomedical domain,cs.ai cs.cl cs.ir,"the objective of automated question answering (qa) systems is to provide answers to user queries in a time efficient manner. the answers are usually found in either databases (or knowledge bases) or a collection of documents commonly referred to as the corpus. in the past few decades there has been a proliferation of acquisition of knowledge and consequently there has been an exponential growth in new scientific articles in the field of biomedicine. therefore, it has become difficult to keep track of all the information in the domain, even for domain experts. with the improvements in commercial search engines, users can type in their queries and get a small set of documents most relevant for answering their query, as well as relevant snippets from the documents in some cases. however, it may be still tedious and time consuming to manually look for the required information or answers. this has necessitated the development of efficient qa systems which aim to find exact and precise answers to user provided natural language questions in the domain of biomedicine. in this paper, we introduce the basic methodologies used for developing general domain qa systems, followed by a thorough investigation of different aspects of biomedical qa systems, including benchmark datasets and several proposed approaches, both using structured databases and collection of texts. we also explore the limitations of current systems and explore potential avenues for further advancement.",,2021-11-10,,['krishanu das baksi']
2111.05941,generalizable cross-graph embedding for gnn-based congestion prediction,cs.lg cs.ai,"presently with technology node scaling, an accurate prediction model at early design stages can significantly reduce the design cycle. especially during logic synthesis, predicting cell congestion due to improper logic combination can reduce the burden of subsequent physical implementations. there have been attempts using graph neural network (gnn) techniques to tackle congestion prediction during the logic synthesis stage. however, they require informative cell features to achieve reasonable performance since the core idea of gnns is built on the message passing framework, which would be impractical at the early logic synthesis stage. to address this limitation, we propose a framework that can directly learn embeddings for the given netlist to enhance the quality of our node features. popular random-walk based embedding methods such as node2vec, line, and deepwalk suffer from the issue of cross-graph alignment and poor generalization to unseen netlist graphs, yielding inferior performance and costing significant runtime. in our framework, we introduce a superior alternative to obtain node embeddings that can generalize across netlist graphs using matrix factorization methods. we propose an efficient mini-batch training method at the sub-graph level that can guarantee parallel training and satisfy the memory restriction for large-scale netlists. we present results utilizing open-source eda tools such as dreamplace and openroad frameworks on a variety of openly available circuits. by combining the learned embedding on top of the netlist with the gnns, our method improves prediction performance, generalizes to new circuit lines, and is efficient in training, potentially saving over $90 \%$ of runtime.",,2021-11-10,,"['amur ghose', 'vincent zhang', 'yingxue zhang', 'dong li', 'wulong liu', 'mark coates']"
2111.05944,multi-objective optimization for value-sensitive and sustainable basket   recommendations,cs.ne cs.ai,"sustainable consumption aims to minimize the environmental and societal impact of the use of services and products. over-consumption of services and products leads to potential natural resource exhaustion and societal inequalities, as access to goods and services becomes more challenging. in everyday life, a person can simply achieve more sustainable purchases by drastically changing their lifestyle choices and potentially going against their personal values or wishes. conversely, achieving sustainable consumption while accounting for personal values is a more complex task, as potential trade-offs arise when trying to satisfy environmental and personal goals. this article focuses on value-sensitive design of recommender systems, which enable consumers to improve the sustainability of their purchases while respecting their personal values. value-sensitive recommendations for sustainable consumption are formalized as a multi-objective optimization problem, where each objective represents different sustainability goals and personal values. novel and existing multi-objective algorithms calculate solutions to this problem. the solutions are proposed as personalized sustainable basket recommendations to consumers. these recommendations are evaluated on a synthetic dataset, which comprises three established real-world datasets from relevant scientific and organizational reports. the synthetic dataset contains quantitative data on product prices, nutritional values and environmental impact metrics, such as greenhouse gas emissions and water footprint. the recommended baskets are highly similar to consumer purchased baskets and aligned with both sustainability goals and personal values relevant to health, expenditure and taste. even when consumers would accept only a fraction of recommendations, a considerable reduction of environmental impact is observed.",,2021-11-10,,['thomas asikis']
2111.05950,self-compression in bayesian neural networks,cs.lg cs.ai cs.cv,"machine learning models have achieved human-level performance on various tasks. this success comes at a high cost of computation and storage overhead, which makes machine learning algorithms difficult to deploy on edge devices. typically, one has to partially sacrifice accuracy in favor of an increased performance quantified in terms of reduced memory usage and energy consumption. current methods compress the networks by reducing the precision of the parameters or by eliminating redundant ones. in this paper, we propose a new insight into network compression through the bayesian framework. we show that bayesian neural networks automatically discover redundancy in model parameters, thus enabling self-compression, which is linked to the propagation of uncertainty through the layers of the network. our experimental results show that the network architecture can be successfully compressed by deleting parameters identified by the network itself while retaining the same level of accuracy.",,2021-11-10,,"['giuseppina carannante', 'dimah dera', 'ghulam rasool', 'nidhal c. bouaynaya']"
2111.05953,robust learning via ensemble density propagation in deep neural networks,cs.lg cs.ai cs.cv math.pr,"learning in uncertain, noisy, or adversarial environments is a challenging task for deep neural networks (dnns). we propose a new theoretically grounded and efficient approach for robust learning that builds upon bayesian estimation and variational inference. we formulate the problem of density propagation through layers of a dnn and solve it using an ensemble density propagation (endp) scheme. the endp approach allows us to propagate moments of the variational probability distribution across the layers of a bayesian dnn, enabling the estimation of the mean and covariance of the predictive distribution at the output of the model. our experiments using mnist and cifar-10 datasets show a significant improvement in the robustness of the trained models to random noise and adversarial attacks.",,2021-11-10,,"['giuseppina carannante', 'dimah dera', 'ghulam rasool', 'nidhal c. bouaynaya', 'lyudmila mihaylova']"
2111.05969,powergridworld: a framework for multi-agent reinforcement learning in   power systems,cs.lg cs.ai cs.ma cs.sy eess.sy,"we present the powergridworld software package to provide users with a lightweight, modular, and customizable framework for creating power-systems-focused, multi-agent gym environments that readily integrate with existing training frameworks for reinforcement learning (rl). although many frameworks exist for training multi-agent rl (marl) policies, none can rapidly prototype and develop the environments themselves, especially in the context of heterogeneous (composite, multi-device) power systems where power flow solutions are required to define grid-level variables and costs. powergridworld is an open-source software package that helps to fill this gap. to highlight powergridworld's key features, we present two case studies and demonstrate learning marl policies using both openai's multi-agent deep deterministic policy gradient (maddpg) and rllib's proximal policy optimization (ppo) algorithms. in both cases, at least some subset of agents incorporates elements of the power flow solution at each time step as part of their reward (negative cost) structures.",,2021-11-10,,"['david biagioni', 'xiangyu zhang', 'dylan wald', 'deepthi vaidhynathan', 'rohit chintala', 'jennifer king', 'ahmed s. zamzam']"
2111.05972,amazon sagemaker model parallelism: a general and flexible framework for   large model training,cs.lg cs.ai cs.dc,"with deep learning models rapidly growing in size, systems-level solutions for large-model training are required. we present amazon sagemaker model parallelism, a software library that integrates with pytorch, and enables easy training of large models using model parallelism and other memory-saving features. in contrast to existing solutions, the implementation of the sagemaker library is much more generic and flexible, in that it can automatically partition and run pipeline parallelism over arbitrary model architectures with minimal code change, and also offers a general and extensible framework for tensor parallelism, which supports a wider range of use cases, and is modular enough to be easily applied to new training scripts. the library also preserves the native pytorch user experience to a much larger degree, supporting module re-use and dynamic graphs, while giving the user full control over the details of the training step. we evaluate performance over gpt-3, roberta, bert, and neural collaborative filtering, and demonstrate competitive performance over existing solutions.",,2021-11-10,,"['can karakus', 'rahul huilgol', 'fei wu', 'anirudh subramanian', 'cade daniel', 'derya cavdar', 'teng xu', 'haohan chen', 'arash rahnama', 'luis quintela']"
2111.05973,soft sensing transformer: hundreds of sensors are worth a single word,cs.lg cs.ai,"with the rapid development of ai technology in recent years, there have been many studies with deep learning models in soft sensing area. however, the models have become more complex, yet, the data sets remain limited: researchers are fitting million-parameter models with hundreds of data samples, which is insufficient to exercise the effectiveness of their models and thus often fail to perform when implemented in industrial applications. to solve this long-lasting problem, we are providing large scale, high dimensional time series manufacturing sensor data from seagate technology to the public. we demonstrate the challenges and effectiveness of modeling industrial big data by a soft sensing transformer model on these data sets. transformer is used because, it has outperformed state-of-the-art techniques in natural language processing, and since then has also performed well in the direct application to computer vision without introduction of image-specific inductive biases. we observe the similarity of a sentence structure to the sensor readings and process the multi-variable sensor readings in a time series in a similar manner of sentences in natural language. the high-dimensional time-series data is formatted into the same shape of embedded sentences and fed into the transformer model. the results show that transformer model outperforms the benchmark models in soft sensing field based on auto-encoder and long short-term memory (lstm) models. to the best of our knowledge, we are the first team in academia or industry to benchmark the performance of original transformer model with large-scale numerical soft sensing data.",,2021-11-10,,"['chao zhang', 'jaswanth yella', 'yu huang', 'xiaoye qian', 'sergei petrov', 'andrey rzhetsky', 'sthitie bom']"
2111.05976,"classification of the chess endgame problem using logistic regression,   decision trees, and neural networks",cs.lg cs.ai,"in this study we worked on the classification of the chess endgame problem using different algorithms like logistic regression, decision trees and neural networks. our experiments indicates that the neural networks provides the best accuracy (85%) then the decision trees (79%). we did these experiments using microsoft azure machine learning as a case-study on using visual programming in classification. our experiments demonstrates that this tool is powerful and save a lot of time, also it could be improved with more features that increase the usability and reduce the learning curve. we also developed an application for dataset visualization using a new programming language called ring, our experiments demonstrates that this language have simple design like python while integrates rad tools like visual basic which is good for gui development in the open-source world",,2021-11-10,,['mahmoud s. fayed']
2111.05988,cross-language information retrieval,cs.ir cs.ai cs.cl,"two key assumptions shape the usual view of ranked retrieval: (1) that the searcher can choose words for their query that might appear in the documents that they wish to see, and (2) that ranking retrieved documents will suffice because the searcher will be able to recognize those which they wished to find. when the documents to be searched are in a language not known by the searcher, neither assumption is true. in such cases, cross-language information retrieval (clir) is needed. this chapter reviews the state of the art for cross-language information retrieval and outlines some open research questions.",,2021-11-10,,"['petra galuščáková', 'douglas w. oard', 'suraj nair']"
2111.05992,on the use and misuse of absorbing states in multi-agent reinforcement   learning,cs.lg cs.ai,"the creation and destruction of agents in cooperative multi-agent reinforcement learning (marl) is a critically under-explored area of research. current marl algorithms often assume that the number of agents within a group remains fixed throughout an experiment. however, in many practical problems, an agent may terminate before their teammates. this early termination issue presents a challenge: the terminated agent must learn from the group's success or failure which occurs beyond its own existence. we refer to propagating value from rewards earned by remaining teammates to terminated agents as the posthumous credit assignment problem. current marl methods handle this problem by placing these agents in an absorbing state until the entire group of agents reaches a termination condition. although absorbing states enable existing algorithms and apis to handle terminated agents without modification, practical training efficiency and resource use problems exist.   in this work, we first demonstrate that sample complexity increases with the quantity of absorbing states in a toy supervised learning task for a fully connected network, while attention is more robust to variable size input. then, we present a novel architecture for an existing state-of-the-art marl algorithm which uses attention instead of a fully connected layer with absorbing states. finally, we demonstrate that this novel architecture significantly outperforms the standard architecture on tasks in which agents are created or destroyed within episodes as well as standard multi-agent coordination tasks.",,2021-11-10,,"['andrew cohen', 'ervin teng', 'vincent-pierre berges', 'ruo-ping dong', 'hunter henry', 'marwan mattar', 'alexander zook', 'sujoy ganguly']"
2111.06003,detecting fake points of interest from location data,cs.lg cs.ai,"the pervasiveness of gps-enabled mobile devices and the widespread use of location-based services have resulted in the generation of massive amounts of geo-tagged data. in recent times, the data analysis now has access to more sources, including reviews, news, and images, which also raises questions about the reliability of point-of-interest (poi) data sources. while previous research attempted to detect fake poi data through various security mechanisms, the current work attempts to capture the fake poi data in a much simpler way. the proposed work is focused on supervised learning methods and their capability to find hidden patterns in location-based data. the ground truth labels are obtained through real-world data, and the fake data is generated using an api, so we get a dataset with both the real and fake labels on the location data. the objective is to predict the truth about a poi using the multi-layer perceptron (mlp) method. in the proposed work, mlp based on data classification technique is used to classify location data accurately. the proposed method is compared with traditional classification and robust and recent deep neural methods. the results show that the proposed method is better than the baseline methods.",,2021-11-10,,"['syed raza bashir', 'vojislav misic']"
2111.06005,agent spaces,cs.ai cs.lg math.oc,"exploration is one of the most important tasks in reinforcement learning, but it is not well-defined beyond finite problems in the dynamic programming paradigm (see subsection 2.4). we provide a reinterpretation of exploration which can be applied to any online learning method. we come to this definition by approaching exploration from a new direction. after finding that concepts of exploration created to solve simple markov decision processes with dynamic programming are no longer broadly applicable, we reexamine exploration. instead of extending the ends of dynamic exploration procedures, we extend their means. that is, rather than repeatedly sampling every state-action pair possible in a process, we define the act of modifying an agent to itself be explorative. the resulting definition of exploration can be applied in infinite problems and non-dynamic learning methods, which the dynamic notion of exploration cannot tolerate. to understand the way that modifications of an agent affect learning, we describe a novel structure on the set of agents: a collection of distances (see footnote 7) $d_{a} \in a$, which represent the perspectives of each agent possible in the process. using these distances, we define a topology and show that many important structures in reinforcement learning are well behaved under the topology induced by convergence in the agent space.",,2021-11-10,,"['john c. raisbeck', 'matthew w. allen', 'hakho lee']"
2111.06011,climate modeling with neural diffusion equations,cs.lg cs.ai,"owing to the remarkable development of deep learning technology, there have been a series of efforts to build deep learning-based climate models. whereas most of them utilize recurrent neural networks and/or graph neural networks, we design a novel climate model based on the two concepts, the neural ordinary differential equation (node) and the diffusion equation. many physical processes involving a brownian motion of particles can be described by the diffusion equation and as a result, it is widely used for modeling climate. on the other hand, neural ordinary differential equations (nodes) are to learn a latent governing equation of ode from data. in our presented method, we combine them into a single framework and propose a concept, called neural diffusion equation (nde). our nde, equipped with the diffusion equation and one more additional neural network to model inherent uncertainty, can learn an appropriate latent governing equation that best describes a given climate dataset. in our experiments with two real-world and one synthetic datasets and eleven baselines, our method consistently outperforms existing baselines by non-trivial margins.",,2021-11-10,,"['jeehyun hwang', 'jeongwhan choi', 'hwangyong choi', 'kookjin lee', 'dongeun lee', 'noseong park']"
2111.06014,alphagarden: learning to autonomously tend a polyculture garden,cs.ro cs.ai,"this paper presents alphagarden: an autonomous polyculture garden that prunes and irrigates living plants in a 1.5m x 3.0m physical testbed. alphagarden uses an overhead camera and sensors to track the plant distribution and soil moisture. we model individual plant growth and interplant dynamics to train a policy that chooses actions to maximize leaf coverage and diversity. for autonomous pruning, alphagarden uses two custom-designed pruning tools and a trained neural network to detect prune points. we present results for four 60-day garden cycles. results suggest alphagarden can autonomously achieve 0.96 normalized diversity with pruning shears while maintaining an average canopy coverage of 0.86 during the peak of the cycle. code, datasets, and supplemental material can be found at https://github.com/berkeleyautomation/alphagarden.",,2021-11-10,,"['mark presten', 'yahav avigal', 'mark theis', 'satvik sharma', 'rishi parikh', 'shrey aeron', 'sandeep mukherjee', 'sebastian oehme', 'simeon adebola', 'walter teitelbaum', 'varun kamat', 'ken goldberg']"
2111.06023,hmd-amp: protein language-powered hierarchical multi-label deep forest   for annotating antimicrobial peptides,cs.lg cs.ai q-bio.qm,"identifying the targets of an antimicrobial peptide is a fundamental step in studying the innate immune response and combating antibiotic resistance, and more broadly, precision medicine and public health. there have been extensive studies on the statistical and computational approaches to identify (i) whether a peptide is an antimicrobial peptide (amp) or a non-amp and (ii) which targets are these sequences effective to (gram-positive, gram-negative, etc.). despite the existing deep learning methods on this problem, most of them are unable to handle the small amp classes (anti-insect, anti-parasite, etc.). and more importantly, some amps can have multiple targets, which the previous methods fail to consider. in this study, we build a diverse and comprehensive multi-label protein sequence database by collecting and cleaning amino acids from various amp databases. to generate efficient representations and features for the small classes dataset, we take advantage of a protein language model trained on 250 million protein sequences. based on that, we develop an end-to-end hierarchical multi-label deep forest framework, hmd-amp, to annotate amp comprehensively. after identifying an amp, it further predicts what targets the amp can effectively kill from eleven available classes. extensive experiments suggest that our framework outperforms state-of-the-art models in both the binary classification task and the multi-label classification task, especially on the minor classes.the model is robust against reduced features and small perturbations and produces promising results. we believe hmd-amp contributes to both the future wet-lab investigations of the innate structural properties of different antimicrobial peptides and build promising empirical underpinnings for precise medicine with antibiotics.",,2021-11-10,,"['qinze yu', 'zhihang dong', 'xingyu fan', 'licheng zong', 'yu li']"
2111.06027,towards theoretical understanding of flexible transmitter networks via   approximation and local minima,cs.lg cs.ai,"flexible transmitter network (ftnet) is a recently proposed bio-plausible neural network and has achieved competitive performance with the state-of-the-art models when handling temporal-spatial data. however, there remains an open problem about the theoretical understanding of ftnet. this work investigates the theoretical properties of one-hidden-layer ftnet from the perspectives of approximation and local minima. under mild assumptions, we show that: i) ftnet is a universal approximator; ii) the approximation complexity of ftnet can be exponentially smaller than those of real-valued neural networks with feedforward/recurrent architectures and is of the same order in the worst case; iii) any local minimum of ftnet is the global minimum, which suggests that it is possible for local search algorithms to converge to the global minimum. our theoretical results indicate that ftnet can efficiently express target functions and has no concern about local minima, which complements the theoretical blank of ftnet and exhibits the possibility for ameliorating the ftnet.",,2021-11-10,,"['jin-hui wu', 'shao-qun zhang', 'yuan jiang', 'zhi-hua zhou']"
2111.06036,cubetr: learning to solve the rubiks cube using transformers,cs.lg cs.ai,"since its first appearance, transformers have been successfully used in wide ranging domains from computer vision to natural language processing. application of transformers in reinforcement learning by reformulating it as a sequence modelling problem was proposed only recently. compared to other commonly explored reinforcement learning problems, the rubiks cube poses a unique set of challenges. the rubiks cube has a single solved state for quintillions of possible configurations which leads to extremely sparse rewards. the proposed model cubetr attends to longer sequences of actions and addresses the problem of sparse rewards. cubetr learns how to solve the rubiks cube from arbitrary starting states without any human prior, and after move regularisation, the lengths of solutions generated by it are expected to be very close to those given by algorithms used by expert human solvers. cubetr provides insights to the generalisability of learning algorithms to higher dimensional cubes and the applicability of transformers in other relevant sparse reward scenarios.",,2021-11-10,,['mustafa ebrahim chasmai']
2111.06037,constrained stochastic submodular maximization with state-dependent   costs,cs.lg cs.ai math.oc,"in this paper, we study the constrained stochastic submodular maximization problem with state-dependent costs. the input of our problem is a set of items whose states (i.e., the marginal contribution and the cost of an item) are drawn from a known probability distribution. the only way to know the realized state of an item is to select that item. we consider two constraints, i.e., \emph{inner} and \emph{outer} constraints. recall that each item has a state-dependent cost, and the inner constraint states that the total \emph{realized} cost of all selected items must not exceed a give budget. thus, inner constraint is state-dependent. the outer constraint, one the other hand, is state-independent. it can be represented as a downward-closed family of sets of selected items regardless of their states. our objective is to maximize the objective function subject to both inner and outer constraints. under the assumption that larger cost indicates larger ""utility"", we present a constant approximate solution to this problem.",,2021-11-10,,['shaojie tang']
2111.06046,music score expansion with variable-length infilling,cs.sd cs.ai eess.as,"in this paper, we investigate using the variable-length infilling (vli) model, which is originally proposed to infill missing segments, to ""prolong"" existing musical segments at musical boundaries. specifically, as a case study, we expand 20 musical segments from 12 bars to 16 bars, and examine the degree to which the vli model preserves musical boundaries in the expanded results using a few objective metrics, including the register histogram similarity we newly propose. the results show that the vli model has the potential to address the expansion task.",,2021-11-10,,"['chih-pin tan', 'chin-jui chang', 'alvin w. y. su', 'yi-hsuan yang']"
2111.06061,edge-cloud polarization and collaboration: a comprehensive survey,cs.lg cs.ai,"influenced by the great success of deep learning via cloud computing and the rapid development of edge chips, research in artificial intelligence (ai) has shifted to both of the computing paradigms, i.e., cloud computing and edge computing. in recent years, we have witnessed significant progress in developing more advanced ai models on cloud servers that surpass traditional deep learning models owing to model innovations (e.g., transformers, pretrained families), explosion of training data and soaring computing capabilities. however, edge computing, especially edge and cloud collaborative computing, are still in its infancy to announce their success due to the resource-constrained iot scenarios with very limited algorithms deployed. in this survey, we conduct a systematic review for both cloud and edge ai. specifically, we are the first to set up the collaborative learning mechanism for cloud and edge modeling with a thorough review of the architectures that enable such mechanism. we also discuss potentials and practical experiences of some on-going advanced edge ai topics including pretraining models, graph neural networks and reinforcement learning. finally, we discuss the promising directions and challenges in this field.",,2021-11-11,2021-11-12,"['jiangchao yao', 'shengyu zhang', 'yang yao', 'feng wang', 'jianxin ma', 'jianwei zhang', 'yunfei chu', 'luo ji', 'kunyang jia', 'tao shen', 'anpeng wu', 'fengda zhang', 'ziqi tan', 'kun kuang', 'chao wu', 'fei wu', 'jingren zhou', 'hongxia yang']"
2111.06070,explainable sentence-level sentiment analysis for amazon product reviews,cs.cl cs.ai,"in this paper, we conduct a sentence level sentiment analysis on the product reviews from amazon and thorough analysis on the model interpretability. for the sentiment analysis task, we use the bilstm model with attention mechanism. for the study of interpretability, we consider the attention weights distribution of single sentence and the attention weights of main aspect terms. the model has an accuracy of up to 0.96. and we find that the aspect terms have the same or even more attention weights than the sentimental words in sentences.",,2021-11-11,,"['xuechun li', 'xueyao sun', 'zewei xu', 'yifan zhou']"
2111.06077,"a survey on hyperdimensional computing aka vector symbolic   architectures, part i: models and data transformations",cs.ai cs.lg,"this two-part comprehensive survey is devoted to a computing framework most commonly known under the names hyperdimensional computing and vector symbolic architectures (hdc/vsa). both names refer to a family of computational models that use high-dimensional distributed representations and rely on the algebraic properties of their key operations to incorporate the advantages of structured symbolic representations and vector distributed representations. notable models in the hdc/vsa family are tensor product representations, holographic reduced representations, multiply-add-permute, binary spatter codes, and sparse binary distributed representations but there are other models too. hdc/vsa is a highly interdisciplinary area with connections to computer science, electrical engineering, artificial intelligence, mathematics, and cognitive science. this fact makes it challenging to create a thorough overview of the area. however, due to a surge of new researchers joining the area in recent years, the necessity for a comprehensive survey of the area has become extremely important. therefore, amongst other aspects of the area, this part i surveys important aspects such as: known computational models of hdc/vsa and transformations of various input data types to high-dimensional distributed representations. part ii of this survey is devoted to applications, cognitive computing and architectures, as well as directions for future work. the survey is written to be useful for both newcomers and practitioners.",,2021-11-11,,"['denis kleyko', 'dmitri a. rachkovskij', 'evgeny osipov', 'abbas rahimi']"
2111.06086,a chinese multi-type complex questions answering dataset over wikidata,cs.cl cs.ai cs.db,"complex knowledge base question answering is a popular area of research in the past decade. recent public datasets have led to encouraging results in this field, but are mostly limited to english and only involve a small number of question types and relations, hindering research in more realistic settings and in languages other than english. in addition, few state-of-the-art kbqa models are trained on wikidata, one of the most popular real-world knowledge bases. we propose clc-quad, the first large scale complex chinese semantic parsing dataset over wikidata to address these challenges. together with the dataset, we present a text-to-sparql baseline model, which can effectively answer multi-type complex questions, such as factual questions, dual intent questions, boolean questions, and counting questions, with wikidata as the background knowledge. we finally analyze the performance of sota kbqa models on this dataset and identify the challenges facing chinese kbqa.",,2021-11-11,,"['jianyun zou', 'min yang', 'lichao zhang', 'yechen xu', 'qifan pan', 'fengqing jiang', 'ran qin', 'shushu wang', 'yifan he', 'songfang huang', 'zhou zhao']"
2111.06087,classification of url bitstreams using bag of bytes,cs.ni cs.ai,"protecting users from accessing malicious web sites is one of the important management tasks for network operators. there are many open-source and commercial products to control web sites users can access. the most traditional approach is blacklist-based filtering. this mechanism is simple but not scalable, though there are some enhanced approaches utilizing fuzzy matching technologies. other approaches try to use machine learning (ml) techniques by extracting features from url strings. this approach can cover a wider area of internet web sites, but finding good features requires deep knowledge of trends of web site design. recently, another approach using deep learning (dl) has appeared. the dl approach will help to extract features automatically by investigating a lot of existing sample data. using this technique, we can build a flexible filtering decision module by keep teaching the neural network module about recent trends, without any specific expert knowledge of the url domain. in this paper, we apply a mechanical approach to generate feature vectors from url strings. we implemented our approach and tested with realistic url access history data taken from a research organization and data from the famous archive site of phishing site information, phishtank.com. our approach achieved 2~3% better accuracy compared to the existing dl-based approach.",10.1109/icin.2018.8401597,2021-11-11,,"['keiichi shima', 'daisuke miyamoto', 'hiroshi abe', 'tomohiro ishihara', 'kazuya okada', 'yuji sekiya', 'hirochika asai', 'yusuke doi']"
2111.06103,towards robust knowledge graph embedding via multi-task reinforcement   learning,cs.cl cs.ai,"nowadays, knowledge graphs (kgs) have been playing a pivotal role in ai-related applications. despite the large sizes, existing kgs are far from complete and comprehensive. in order to continuously enrich kgs, automatic knowledge construction and update mechanisms are usually utilized, which inevitably bring in plenty of noise. however, most existing knowledge graph embedding (kge) methods assume that all the triple facts in kgs are correct, and project both entities and relations into a low-dimensional space without considering noise and knowledge conflicts. this will lead to low-quality and unreliable representations of kgs. to this end, in this paper, we propose a general multi-task reinforcement learning framework, which can greatly alleviate the noisy data problem. in our framework, we exploit reinforcement learning for choosing high-quality knowledge triples while filtering out the noisy ones. also, in order to take full advantage of the correlations among semantically similar relations, the triple selection processes of similar relations are trained in a collective way with multi-task learning. moreover, we extend popular kge models transe, distmult, conve and rotate with the proposed framework. finally, the experimental validation shows that our approach is able to enhance existing kge models and can provide more robust representations of kgs in noisy scenarios.",,2021-11-11,,"['zhao zhang', 'fuzhen zhuang', 'hengshu zhu', 'chao li', 'hui xiong', 'qing he', 'yongjun xu']"
2111.06175,training neural networks with synthetic electrocardiograms,cs.lg cs.ai,"we present a method for training neural networks with synthetic electrocardiograms that mimic signals produced by a wearable single lead electrocardiogram monitor. we use domain randomization where the synthetic signal properties such as the waveform shape, rr-intervals and noise are varied for every training example. models trained with synthetic data are compared to their counterparts trained with real data. detection of r-waves in electrocardiograms recorded during different physical activities and in atrial fibrillation is used to compare the models. by allowing the randomization to increase beyond what is typically observed in the real-world data the performance is on par or superseding the performance of networks trained with real data. experiments show robust performance with different seeds and training examples on different test sets without any test set specific tuning. the method makes possible to train neural networks using practically free-to-collect data with accurate labels without the need for manual annotations and it opens up the possibility of extending the use of synthetic data on cardiac disease classification when disease specific a priori information is used in the electrocardiogram generation. additionally the distribution of data can be controlled eliminating class imbalances that are typically observed in health related data and additionally the generated data is inherently private.",,2021-11-11,,"['matti kaisti', 'juho laitala', 'antti airola']"
